	Similarity	Clost_cluster	CC_bs	Genus	Genus_bs	Species	Species_bs
Seq_0001134	0.81	NA	1	Prevotella	1	Prevotella_stercorea	0.93
Seq_0009657	0.92	NA	1	Bacteroides	1	Bacteroides_stercoris	0.93
Seq_0008929	0.97	NA	1	Bacteroides	1	Bacteroides_xylanisolvens	0.93
Seq_0007393	0.98	NA	1	Corynebacterium	1	Corynebacterium_glaucum	0.93
Seq_0000476	1	NA	1	Veillonella	1	Veillonella_dispar	0.93
Seq_0001402	1	NA	1	Gemella	1	Gemella_morbillorum	0.93
Seq_0001689	1	NA	1	Bifidobacterium	1	Bifidobacterium_angulatum	0.93
Seq_0002543	1	NA	1	Campylobacter	1	Campylobacter_concisus	0.93
Seq_0005078	1	NA	1	Helicobacter	1	Helicobacter_winghamensis	0.93
Seq_0009335	1	NA	1	Lactobacillus	1	Lactobacillus_oris	0.93
Seq_0009730	0.82	NA	1	Bacteroides	1	Bacteroides_uniformis	0.94
Seq_0009311	0.93	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.94
Seq_0005871	0.98	NA	1	Veillonella	1	Veillonella_dispar	0.94
Seq_0001768	0.98	NA	1	Bacteroides	1	Bacteroides_cellulosilyticus	0.94
Seq_0004023	0.98	NA	1	Sneathia	1	Sneathia_sanguinegens	0.94
Seq_0007281	0.98	XIII	1	Anaerococcus	1	Anaerococcus_prevotii	0.94
Seq_0001543	1	I	1	Clostridium	1	Clostridium_butyricum	0.94
Seq_0006325	1	NA	1	Methylobacterium	1	Methylobacterium_adhaesivum	0.94
Seq_0008518	0.67	NA	1	Unclassified	1	Unclassified	0.95
Seq_0004205	0.75	NA	1	Prevotella	1	Prevotella_stercorea	0.95
Seq_0009062	0.79	NA	1	Prevotella	1	Prevotella_stercorea	0.95
Seq_0004312	0.8	NA	1	Butyricimonas	1	Butyricimonas_virosa	0.95
Seq_0007065	0.81	NA	1	Prevotella	1	Prevotella_stercorea	0.95
Seq_0004587	0.81	NA	1	Butyricimonas	1	Butyricimonas_virosa	0.95
Seq_0007922	0.82	NA	1	Butyricimonas	1	Butyricimonas_virosa	0.95
Seq_0002938	0.9	NA	1	Peptoniphilus	1	Peptoniphilus_coxii	0.95
Seq_0009955	0.93	NA	1	Clostridium	1	Clostridium_ruminantium	0.95
Seq_0001577	0.93	NA	1	Peptoniphilus	1	Peptoniphilus_coxii	0.95
Seq_0002879	0.94	NA	1	Bacteroides	1	Bacteroides_fragilis	0.95
Seq_0007680	0.94	NA	1	Bacteroides	1	Bacteroides_stercoris	0.95
Seq_0007234	0.94	NA	1	Corynebacterium	1	Corynebacterium_imitans	0.95
Seq_0002620	0.95	NA	1	Clostridium	1	Clostridium_ruminantium	0.95
Seq_0005936	0.96	NA	1	Veillonella	1	Veillonella_atypica	0.95
Seq_0002165	0.96	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.95
Seq_0000393	0.96	NA	1	Bacteroides	1	Bacteroides_fluxus	0.95
Seq_0002780	0.98	NA	1	Clostridium	1	Clostridium_ruminantium	0.95
Seq_0004245	1	NA	1	Bacillus	1	Bacillus_circulans	0.95
Seq_0003078	1	NA	1	Mitsuokella	1	Mitsuokella_jalaludinii	0.95
Seq_0008703	1	NA	1	Prevotella	1	Prevotella_histicola	0.95
Seq_0006457	1	I	1	Sarcina	1	Sarcina_ventriculi	0.95
Seq_0010043	0.87	NA	1	Bacteroides	1	Bacteroides_uniformis	0.96
Seq_0002836	0.96	NA	1	Alistipes	1	Alistipes_shahii	0.96
Seq_0000635	0.98	NA	1	Lactobacillus	1	Lactobacillus_delbrueckii	0.96
Seq_0002757	0.98	NA	1	Alistipes	1	Alistipes_shahii	0.96
Seq_0000423	0.98	NA	1	Bacteroides	1	Bacteroides_thetaiotaomicron	0.96
Seq_0000727	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.96
Seq_0001496	0.99	NA	1	Alistipes	1	Alistipes_shahii	0.96
Seq_0000174	1	NA	1	Lactobacillus	1	Lactobacillus_delbrueckii	0.96
Seq_0008001	1	NA	1	Gemella	1	Gemella_haemolysans	0.96
Seq_0005114	1	NA	1	Haemophilus	1	Haemophilus_influenzae	0.96
Seq_0004154	0.75	NA	1	Dialister	1	Dialister_propionicifaciens	0.97
Seq_0000224	0.83	NA	1	Bacteroides	1	Bacteroides_plebeius	0.97
Seq_0010168	0.88	NA	1	Parabacteroides	1	Parabacteroides_merdae	0.97
Seq_0001201	0.91	NA	1	Barnesiella	1	Barnesiella_intestinihominis	0.97
Seq_0001287	0.93	NA	1	Desulfovibrio	1	Desulfovibrio_piger	0.97
Seq_0003694	0.96	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.97
Seq_0000740	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.97
Seq_0004459	0.98	XIVa	1	Clostridium	1	Clostridium_lavalense	0.97
Seq_0000529	0.99	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.97
Seq_0004674	1	NA	1	Herbaspirillum	1	Herbaspirillum_huttiense	0.97
Seq_0007122	0.79	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.98
Seq_0007246	0.88	NA	1	Bacteroides	1	Bacteroides_fragilis	0.98
Seq_0002766	0.91	NA	1	Bacteroides	1	Bacteroides_ovatus	0.98
Seq_0005618	0.92	NA	1	Mitsuokella	1	Mitsuokella_jalaludinii	0.98
Seq_0005670	0.92	NA	1	Bacteroides	1	Bacteroides_finegoldii	0.98
Seq_0009999	0.93	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.98
Seq_0008224	0.96	NA	1	Actinomyces	1	Actinomyces_odontolyticus	0.98
Seq_0000491	0.96	NA	1	Fusobacterium	1	Fusobacterium_equinum	0.98
Seq_0000728	0.97	NA	1	Bacteroides	1	Bacteroides_ovatus	0.98
Seq_0003469	0.98	NA	1	Veillonella	1	Veillonella_parvula	0.98
Seq_0000536	0.98	NA	1	Lactobacillus	1	Lactobacillus_delbrueckii	0.98
Seq_0000975	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.98
Seq_0001105	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.98
Seq_0000401	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.98
Seq_0000239	1	NA	1	Lactobacillus	1	Lactobacillus_delbrueckii	0.98
Seq_0002398	1	NA	1	Haemophilus	1	Haemophilus_haemolyticus	0.98
Seq_0002085	1	NA	1	Veillonella	1	Veillonella_atypica	0.98
Seq_0000127	1	NA	1	Porphyromonas	1	Porphyromonas_asaccharolytica	0.98
Seq_0006389	1	NA	1	Campylobacter	1	Campylobacter_concisus	0.98
Seq_0006419	0.66	NA	1	Unclassified	1	Unclassified	0.99
Seq_0005274	0.68	NA	1	Unclassified	1	Unclassified	0.99
Seq_0005746	0.85	NA	1	Bacteroides	1	Bacteroides_uniformis	0.99
Seq_0010171	0.87	NA	1	Parabacteroides	1	Parabacteroides_merdae	0.99
Seq_0009134	0.9	NA	1	Bacteroides	1	Bacteroides_fragilis	0.99
Seq_0008762	0.94	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.99
Seq_0004074	0.96	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.99
Seq_0001676	0.96	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.99
Seq_0006590	0.96	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.99
Seq_0002120	0.96	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.99
Seq_0006907	0.97	NA	1	Arthrobacter	1	Arthrobacter_agilis	0.99
Seq_0006103	0.98	NA	1	Hafnia	1	Hafnia_alvei	0.99
Seq_0000454	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.99
Seq_0000697	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.99
Seq_0000616	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.99
Seq_0000465	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.99
Seq_0006695	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.99
Seq_0000349	0.98	NA	1	Bacteroides	1	Bacteroides_ovatus	0.99
Seq_0000264	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.99
Seq_0000658	0.98	NA	1	Bacteroides	1	Bacteroides_vulgatus	0.99
Seq_0000993	1	NA	1	Streptococcus	1	Streptococcus_anginosus	0.99
Seq_0008886	1	NA	1	Stenotrophomonas	1	Stenotrophomonas_maltophilia	0.99
Seq_0000022	1	NA	1	Bacteroides	1	Bacteroides_thetaiotaomicron	0.99
Seq_0004605	1	NA	1	Eggerthella	1	Eggerthella_lenta	0.99
Seq_0000165	0.57	NA	1	Unclassified	1	Unclassified	1
Seq_0008728	0.58	NA	1	Unclassified	1	Unclassified	1
Seq_0003587	0.59	NA	1	Unclassified	1	Unclassified	1
Seq_0000752	0.6	NA	1	Unclassified	1	Unclassified	1
Seq_0008416	0.61	NA	1	Unclassified	1	Unclassified	1
Seq_0004563	0.61	NA	1	Unclassified	1	Unclassified	1
Seq_0009778	0.62	NA	1	Unclassified	1	Unclassified	1
Seq_0000756	0.64	NA	1	Unclassified	1	Unclassified	1
Seq_0003425	0.64	NA	1	Unclassified	1	Unclassified	1
Seq_0005753	0.64	NA	1	Unclassified	1	Unclassified	1
Seq_0008447	0.64	NA	1	Unclassified	1	Unclassified	1
Seq_0008463	0.66	NA	1	Unclassified	1	Unclassified	1
Seq_0006583	0.66	NA	1	Unclassified	1	Unclassified	1
Seq_0003384	0.66	NA	1	Unclassified	1	Unclassified	1
Seq_0001468	0.66	NA	1	Unclassified	1	Unclassified	1
Seq_0002898	0.66	NA	1	Unclassified	1	Unclassified	1
Seq_0006033	0.67	NA	1	Unclassified	1	Unclassified	1
Seq_0001324	0.67	NA	1	Unclassified	1	Unclassified	1
Seq_0000106	0.68	NA	1	Unclassified	1	Unclassified	1
Seq_0001310	0.68	IV	1	Unclassified	1	Unclassified	1
Seq_0002334	0.68	NA	1	Unclassified	1	Unclassified	1
Seq_0006224	0.69	NA	1	Unclassified	1	Unclassified	1
Seq_0005793	0.69	IV	1	Unclassified	1	Unclassified	1
Seq_0008313	0.7	NA	1	Chthoniobacter	1	Chthoniobacter_flavus	1
Seq_0002446	0.7	NA	1	Alloprevotella	1	Alloprevotella_rava	1
Seq_0000534	0.7	NA	1	Alloprevotella	1	Alloprevotella_rava	1
Seq_0002772	0.7	NA	1	Odoribacter	1	Odoribacter_splanchnicus	1
Seq_0007780	0.7	XI	1	Clostridium	1	Clostridium_aminobutyricum	1
Seq_0007118	0.71	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0002111	0.71	NA	1	Victivallis	1	Victivallis_vadensis	1
Seq_0000526	0.71	IV	1	Ruminococcus	1	Ruminococcus_bromii	1
Seq_0002481	0.71	IV	1	Ruminococcus	1	Ruminococcus_bromii	1
Seq_0003403	0.71	IV	1	Ruminococcus	1	Ruminococcus_bromii	1
Seq_0003568	0.71	NA	1	Howardella	1	Howardella_ureilytica	1
Seq_0003099	0.72	NA	1	Pyramidobacter	1	Pyramidobacter_piscolens	1
Seq_0003439	0.72	NA	1	Pyramidobacter	1	Pyramidobacter_piscolens	1
Seq_0003161	0.72	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0001634	0.73	NA	1	Victivallis	1	Victivallis_vadensis	1
Seq_0007037	0.73	NA	1	Eubacterium	1	Eubacterium_coprostanoligenes	1
Seq_0007581	0.74	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0001297	0.74	NA	1	Alistipes	1	Alistipes_indistinctus	1
Seq_0002792	0.74	NA	1	Alistipes	1	Alistipes_indistinctus	1
Seq_0001673	0.74	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0007497	0.75	NA	1	Anaerostipes	1	Anaerostipes_hadrus	1
Seq_0009218	0.75	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0009682	0.75	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0009216	0.75	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0009088	0.75	NA	1	Barnesiella	1	Barnesiella_intestinihominis	1
Seq_0009042	0.75	NA	1	Barnesiella	1	Barnesiella_intestinihominis	1
Seq_0006323	0.75	IV	1	Oscillibacter	1	Oscillibacter_valericigenes	1
Seq_0008386	0.75	NA	1	Anaerofustis	1	Anaerofustis_stercorihominis	1
Seq_0004601	0.75	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0007914	0.76	NA	1	Anaerostipes	1	Anaerostipes_hadrus	1
Seq_0006206	0.76	IV	1	Oscillibacter	1	Oscillibacter_valericigenes	1
Seq_0000973	0.76	NA	1	Eubacterium	1	Eubacterium_coprostanoligenes	1
Seq_0001806	0.76	NA	1	Eubacterium	1	Eubacterium_coprostanoligenes	1
Seq_0002010	0.76	NA	1	Eubacterium	1	Eubacterium_coprostanoligenes	1
Seq_0000946	0.76	NA	1	Succinivibrio	1	Succinivibrio_dextrinosolvens	1
Seq_0006341	0.76	NA	1	Sutterella	1	Sutterella_wadsworthensis	1
Seq_0001406	0.76	IV	1	Clostridium	1	Clostridium_leptum	1
Seq_0005350	0.77	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0002478	0.77	XVI	1	Clostridium	1	Clostridium_innocuum	1
Seq_0003221	0.77	XIVa	1	Clostridium	1	Clostridium_lactatifermentans	1
Seq_0001409	0.77	IV	1	Oscillibacter	1	Oscillibacter_valericigenes	1
Seq_0006591	0.77	NA	1	Eubacterium	1	Eubacterium_coprostanoligenes	1
Seq_0006724	0.78	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0005087	0.78	XVI	1	Clostridium	1	Clostridium_innocuum	1
Seq_0003162	0.78	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0003132	0.78	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0005287	0.78	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0002163	0.78	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0008171	0.78	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0006367	0.78	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0005992	0.78	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0003276	0.78	IV	1	Oscillibacter	1	Oscillibacter_valericigenes	1
Seq_0000714	0.78	NA	1	Eubacterium	1	Eubacterium_coprostanoligenes	1
Seq_0008625	0.78	NA	1	Succinivibrio	1	Succinivibrio_dextrinosolvens	1
Seq_0001967	0.78	NA	1	Coprococcus	1	Coprococcus_catus	1
Seq_0009719	0.79	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0001265	0.79	NA	1	Sutterella	1	Sutterella_parvirubra	1
Seq_0001022	0.79	XVI	1	Clostridium	1	Clostridium_innocuum	1
Seq_0002272	0.79	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0008160	0.79	NA	1	Porphyromonas	1	Porphyromonas_catoniae	1
Seq_0005133	0.79	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0004223	0.79	XIVa	1	Clostridium	1	Clostridium_lactatifermentans	1
Seq_0001843	0.79	XIVa	1	Clostridium	1	Clostridium_lactatifermentans	1
Seq_0003199	0.79	NA	1	Eubacterium	1	Eubacterium_coprostanoligenes	1
Seq_0003118	0.79	NA	1	Oribacterium	1	Oribacterium_sinus	1
Seq_0007285	0.79	NA	1	Sutterella	1	Sutterella_wadsworthensis	1
Seq_0006594	0.79	NA	1	Turicibacter	1	Turicibacter_sanguinis	1
Seq_0006445	0.79	NA	1	Sutterella	1	Sutterella_wadsworthensis	1
Seq_0002768	0.79	NA	1	Anaerotruncus	1	Anaerotruncus_colihominis	1
Seq_0004927	0.8	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0001375	0.8	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0001912	0.8	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0004695	0.8	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0003939	0.8	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0003056	0.8	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0006850	0.8	IV	1	Ruminococcus	1	Ruminococcus_albus	1
Seq_0001857	0.8	XIVa	1	Eubacterium	1	Eubacterium_hallii	1
Seq_0001975	0.81	NA	1	Alistipes	1	Alistipes_indistinctus	1
Seq_0003588	0.81	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0000798	0.81	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0000664	0.81	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0001314	0.81	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0002204	0.81	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0004921	0.81	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0005331	0.81	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0004318	0.81	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0010015	0.81	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0005977	0.81	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0006394	0.81	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0005666	0.81	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0004588	0.81	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0005346	0.81	IV	1	Eubacterium	1	Eubacterium_desmolans	1
Seq_0002981	0.81	XIVa	1	Eubacterium	1	Eubacterium_hallii	1
Seq_0002342	0.81	NA	1	Succinivibrio	1	Succinivibrio_dextrinosolvens	1
Seq_0000879	0.81	NA	1	Sutterella	1	Sutterella_wadsworthensis	1
Seq_0007120	0.82	IV	1	Faecalibacterium	1	Faecalibacterium_prausnitzii	1
Seq_0002210	0.82	NA	1	Phascolarctobacterium	1	Phascolarctobacterium_succinatutens	1
Seq_0002967	0.82	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0000819	0.82	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0003722	0.82	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0001622	0.82	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0002314	0.82	NA	1	Alistipes	1	Alistipes_indistinctus	1
Seq_0002832	0.82	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0008195	0.82	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0007184	0.82	NA	1	Intestinimonas	1	Intestinimonas_butyriciproducens	1
Seq_0002456	0.82	NA	1	Eubacterium	1	Eubacterium_coprostanoligenes	1
Seq_0007002	0.82	IV	1	Eubacterium	1	Eubacterium_desmolans	1
Seq_0002139	0.82	IV	1	Ruminococcus	1	Ruminococcus_albus	1
Seq_0002088	0.82	XIVa	1	Eubacterium	1	Eubacterium_hallii	1
Seq_0000772	0.83	XVI	1	Eubacterium	1	Eubacterium_biforme	1
Seq_0006602	0.83	NA	1	Turicibacter	1	Turicibacter_sanguinis	1
Seq_0004011	0.83	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0000199	0.83	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0002115	0.83	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0006623	0.83	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0002102	0.83	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0001183	0.83	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0000457	0.83	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0002304	0.83	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0001249	0.83	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0001322	0.83	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0006482	0.83	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0001826	0.83	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0006372	0.83	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0006989	0.83	NA	1	Intestinimonas	1	Intestinimonas_butyriciproducens	1
Seq_0005185	0.83	IV	1	Eubacterium	1	Eubacterium_desmolans	1
Seq_0003316	0.83	IV	1	Flavonifractor	1	Flavonifractor_plautii	1
Seq_0001216	0.84	NA	1	Barnesiella	1	Barnesiella_intestinihominis	1
Seq_0001876	0.84	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0009064	0.84	NA	1	Bacteroides	1	Bacteroides_uniformis	1
Seq_0001341	0.84	NA	1	Barnesiella	1	Barnesiella_intestinihominis	1
Seq_0001126	0.84	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0010199	0.84	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0005860	0.84	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0003368	0.84	XIVa	1	Clostridium	1	Clostridium_lactatifermentans	1
Seq_0003848	0.84	IV	1	Flavonifractor	1	Flavonifractor_plautii	1
Seq_0000319	0.84	IV	1	Eubacterium	1	Eubacterium_desmolans	1
Seq_0003097	0.84	IV	1	Eubacterium	1	Eubacterium_desmolans	1
Seq_0004838	0.85	XVI	1	Eubacterium	1	Eubacterium_biforme	1
Seq_0005629	0.85	XVI	1	Eubacterium	1	Eubacterium_biforme	1
Seq_0000090	0.85	XVI	1	Eubacterium	1	Eubacterium_biforme	1
Seq_0002249	0.85	XVI	1	Eubacterium	1	Eubacterium_biforme	1
Seq_0009722	0.85	NA	1	Bacteroides	1	Bacteroides_uniformis	1
Seq_0004920	0.85	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0001352	0.85	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0003739	0.85	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0003323	0.85	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0004012	0.85	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0000770	0.85	NA	1	Bacteroides	1	Bacteroides_plebeius	1
Seq_0003478	0.85	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0003436	0.85	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0001802	0.85	NA	1	Barnesiella	1	Barnesiella_intestinihominis	1
Seq_0003630	0.85	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0004629	0.85	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0001343	0.85	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0006998	0.85	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0006833	0.85	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0005590	0.85	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0004319	0.85	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0002925	0.85	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0008194	0.85	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0002300	0.85	NA	1	Paraprevotella	1	Paraprevotella_clara	1
Seq_0005489	0.85	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0004407	0.85	XIVa	1	Clostridium	1	Clostridium_lactatifermentans	1
Seq_0002944	0.85	IV	1	Eubacterium	1	Eubacterium_desmolans	1
Seq_0007745	0.85	IV	1	Eubacterium	1	Eubacterium_desmolans	1
Seq_0004265	0.85	IV	1	Eubacterium	1	Eubacterium_desmolans	1
Seq_0000356	0.85	IV	1	Eubacterium	1	Eubacterium_desmolans	1
Seq_0003383	0.85	IV	1	Eubacterium	1	Eubacterium_desmolans	1
Seq_0004819	0.85	IV	1	Eubacterium	1	Eubacterium_desmolans	1
Seq_0003944	0.85	IV	1	Oscillibacter	1	Oscillibacter_valericigenes	1
Seq_0006704	0.85	IV	1	Eubacterium	1	Eubacterium_desmolans	1
Seq_0006446	0.85	IV	1	Eubacterium	1	Eubacterium_desmolans	1
Seq_0002829	0.85	XIVa	1	Eubacterium	1	Eubacterium_ventriosum	1
Seq_0001226	0.85	XIII	1	Anaerococcus	1	Anaerococcus_prevotii	1
Seq_0002698	0.86	XVI	1	Eubacterium	1	Eubacterium_biforme	1
Seq_0007338	0.86	XVI	1	Eubacterium	1	Eubacterium_biforme	1
Seq_0009022	0.86	NA	1	Turicibacter	1	Turicibacter_sanguinis	1
Seq_0001215	0.86	XVI	1	Eubacterium	1	Eubacterium_biforme	1
Seq_0010012	0.86	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0004899	0.86	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0003033	0.86	NA	1	Parabacteroides	1	Parabacteroides_distasonis	1
Seq_0005221	0.86	NA	1	Prevotella	1	Prevotella_stercorea	1
Seq_0000754	0.86	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0008078	0.86	NA	1	Paraprevotella	1	Paraprevotella_clara	1
Seq_0001528	0.86	NA	1	Odoribacter	1	Odoribacter_splanchnicus	1
Seq_0004632	0.86	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0010201	0.86	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0006226	0.86	XIVa	1	Clostridium	1	Clostridium_lactatifermentans	1
Seq_0009269	0.86	NA	1	Intestinimonas	1	Intestinimonas_butyriciproducens	1
Seq_0006053	0.86	IV	1	Eubacterium	1	Eubacterium_desmolans	1
Seq_0001844	0.86	XIVa	1	Coprococcus	1	Coprococcus_eutactus	1
Seq_0005009	0.86	NA	1	Anaerococcus	1	Anaerococcus_octavius	1
Seq_0000254	0.87	XVI	1	Eubacterium	1	Eubacterium_biforme	1
Seq_0007488	0.87	NA	1	Dialister	1	Dialister_succinatiphilus	1
Seq_0002250	0.87	IX	1	Acidaminococcus	1	Acidaminococcus_fermentans	1
Seq_0001275	0.87	NA	1	Dialister	1	Dialister_succinatiphilus	1
Seq_0000234	0.87	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0006821	0.87	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0002044	0.87	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0005436	0.87	NA	1	Barnesiella	1	Barnesiella_intestinihominis	1
Seq_0001082	0.87	NA	1	Prevotella	1	Prevotella_copri	1
Seq_0001309	0.87	NA	1	Barnesiella	1	Barnesiella_intestinihominis	1
Seq_0005153	0.87	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0002638	0.87	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0001112	0.87	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0007346	0.87	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0001234	0.87	NA	1	Paraprevotella	1	Paraprevotella_clara	1
Seq_0009790	0.87	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0006462	0.87	NA	1	Butyricimonas	1	Butyricimonas_virosa	1
Seq_0006263	0.87	NA	1	Anaerobiospirillum	1	Anaerobiospirillum_succiniciproducens	1
Seq_0000963	0.88	NA	1	Sutterella	1	Sutterella_stercoricanis	1
Seq_0003213	0.88	NA	1	Dialister	1	Dialister_succinatiphilus	1
Seq_0004425	0.88	NA	1	Dialister	1	Dialister_succinatiphilus	1
Seq_0000933	0.88	NA	1	Sutterella	1	Sutterella_stercoricanis	1
Seq_0003459	0.88	NA	1	Sutterella	1	Sutterella_stercoricanis	1
Seq_0000139	0.88	NA	1	Sutterella	1	Sutterella_stercoricanis	1
Seq_0000723	0.88	NA	1	Sutterella	1	Sutterella_wadsworthensis	1
